Time,Propellant mass (kg),Chamber pressure (Pa),Throat diameter (m),Nozzle inlet gamma,Nozzle efficiency,Exit static pressure (Pa),Area ratio,Vapour Density (kg/m^3),Vapour Mass (kg),Liquid Density (kg/m^3),Liquid Mass (kg),Solid Fuel Mass (kg),Solid Fuel Density (kg/m^3),Solid Fuel Outer Diameter (m),Solid Fuel Length (m)
1.360000000000001,3.9370419400629597,3640173.1741929404,0.02,1.2545,0.97,103441.4050938127,5,160.08175356166785,0.40310590526225387,783.7545782511694,1.833844884712166,1.7000911500885396,1000,0.07,0.7
1.370000000000001,3.9292392581183844,3638638.287066316,0.02,1.2545,0.97,103397.78879496077,5,159.85990036879073,0.40437708941454265,784.0648148342476,1.8256120080943345,1.6992501606095074,1000,0.07,0.7
1.380000000000001,3.921439874561878,3637100.1812807703,0.02,1.2545,0.97,103354.0810327126,5,159.6384300240222,0.40564027824138416,784.3747541445579,1.8173904137933277,1.698409182527166,1000,0.07,0.7
1.390000000000001,3.9136437962479826,3635558.878891668,0.02,1.2545,0.97,103310.28243380705,5,159.41734119732627,0.40689551186052886,784.6843973310122,1.809180068123495,1.6975682162639585,1000,0.07,0.7
1.400000000000001,3.9058510300123226,3634014.38872093,0.02,1.2545,0.97,103266.39324893328,5,159.1966325148331,0.40814282998835494,784.9937456080922,1.8009809377820887,1.6967272622418792,1000,0.07,0.7
1.410000000000001,3.898061582675192,3632466.717918441,0.02,1.2545,0.97,103222.4136812668,5,158.97630256310137,0.40938227194763677,785.3028002501158,1.7927929898449433,1.6958863208826118,1000,0.07,0.7
1.420000000000001,3.8902754610426276,3630915.8731322843,0.02,1.2545,0.97,103178.34391972364,5,158.75634989306573,0.4106138766756633,785.6115625859162,1.7846161917593921,1.6950453926075721,1000,0.07,0.7
1.430000000000001,3.882492671907193,3629361.860646149,0.02,1.2545,0.97,103134.18414286501,5,158.53677302369044,0.4118376827321393,785.9200339939105,1.7764505113371165,1.6942044778379375,1000,0.07,0.7
1.440000000000001,3.8747132220486895,3627804.686411755,0.02,1.2545,0.97,103089.93451981862,5,158.3175704453483,0.4130537283068225,786.2282158975314,1.7682959167471934,1.6933635769946735,1000,0.07,0.7
1.450000000000001,3.866937118234819,3626244.3560708086,0.02,1.2545,0.97,103045.5952109027,5,158.098740622945,0.4142620512269015,786.5361097609924,1.7601523765093565,1.6925226904985609,1000,0.07,0.7
1.460000000000001,3.85916436722181,3624680.8749743933,0.02,1.2545,0.97,103001.16636817691,5,157.88028199880657,0.41546268896411354,786.8437170853705,1.7520198594874774,1.691681818770219,1000,0.07,0.7
1.470000000000001,3.8513949757550012,3623114.248201066,0.02,1.2545,0.97,102956.6481359567,5,157.66219299534302,0.4166556786416238,787.1510394049835,1.7438983348832484,1.6908409622301288,1000,0.07,0.7
1.480000000000001,3.8436289505693897,3621544.480572865,0.02,1.2545,0.97,102912.04065126802,5,157.4444720175118,0.41784105704065255,787.4580782840349,1.7357877722300825,1.6900001212986546,1000,0.07,0.7
1.490000000000001,3.83586629839015,3619971.576671612,0.02,1.2545,0.97,102867.3440443108,5,157.22711745508545,0.41901886060688764,787.7648353135166,1.7276881413871978,1.6891592963960644,1000,0.07,0.7
1.500000000000001,3.8281070259331145,3618395.540852866,0.02,1.2545,0.97,102822.55843885525,5,157.01012768474277,0.42018912545665943,788.071312108348,1.7195994125339071,1.6883184879425481,1000,0.07,0.7
1.5100000000000011,3.8203511399052346,3616816.3772599995,0.02,1.2545,0.97,102777.68395264202,5,156.7935010719984,0.42135188738290386,788.3775103047307,1.711521556164093,1.6874776963582376,1000,0.07,0.7
1.5200000000000011,3.812598647005001,3615234.0898362054,0.02,1.2545,0.97,102732.7206977233,5,156.57723597297246,0.4225071818609265,788.6834315577139,1.7034545430808545,1.68663692206322,1000,0.07,0.7
1.5300000000000011,3.804849553922856,3613648.682336753,0.02,1.2545,0.97,102687.66878081113,5,156.361330736027,0.42365504405394705,788.9890775389432,1.6953983443913516,1.685796165477557,1000,0.07,0.7
1.5400000000000011,3.7971038673415674,3612060.158339367,0.02,1.2545,0.97,102642.52830357236,5,156.145783703262,0.42479550881847983,789.2944499345904,1.6873529315017883,1.6849554270212994,1000,0.07,0.7
1.5500000000000012,3.7893615939365928,3610468.5212547854,0.02,1.2545,0.97,102597.2993629286,5,155.93059321189406,0.4259286107095006,789.5995504434463,1.6793182761125913,1.684114707114501,1000,0.07,0.7
1.5600000000000012,3.7816227403764118,3608873.7743358505,0.02,1.2545,0.97,102551.98205131466,5,155.71575759552013,0.4270543839854577,789.9043807751638,1.671294350213722,1.683274006177232,1000,0.07,0.7
1.5700000000000012,3.7738873133228483,3607275.9206863,0.02,1.2545,0.97,102506.57645692822,5,155.50127518527478,0.42817286261309984,790.2089426486446,1.6632811260801568,1.6824333246295917,1000,0.07,0.7
1.5800000000000012,3.766155319431374,3605674.96326976,0.02,1.2545,0.97,102461.08266398554,5,155.28714431089304,0.42928408027214604,790.5132377905561,1.655278576267505,1.681592662891723,1000,0.07,0.7
1.5900000000000012,3.758426765351392,3604070.9049156033,0.02,1.2545,0.97,102415.5007528878,5,155.0733633016793,0.43038807035980264,790.8172679339707,1.647286673607768,1.6807520213838212,1000,0.07,0.7
1.6000000000000012,3.7507016577265064,3602463.748327817,0.02,1.2545,0.97,102369.83080047317,5,154.85993048739635,0.43148486599512115,791.1210348171143,1.6393053912052387,1.6799114005261468,1000,0.07,0.7
1.6100000000000012,3.7429800031947824,3600853.4960901397,0.02,1.2545,0.97,102324.07288016277,5,154.64684419907096,0.4325745000232266,791.4245401822266,1.6313347024325209,1.6790708007390351,1000,0.07,0.7
1.6200000000000012,3.7352618083889877,3599240.150673083,0.02,1.2545,0.97,102278.22706216016,5,154.4341027697375,0.4336570050193853,791.7277857745092,1.6233745809266942,1.6782302224429082,1000,0.07,0.7
1.6300000000000012,3.7275470799368255,3597623.714438602,0.02,1.2545,0.97,102232.29341358414,5,154.22170453510532,0.43473241329297685,792.030773341171,1.6154250005855657,1.6773896660582828,1000,0.07,0.7
1.6400000000000012,3.7198358244611525,3596004.1896461877,0.02,1.2545,0.97,102186.27199864177,5,154.0096478341719,0.4358007568913054,792.3335046305514,1.6074859355640674,1.6765491320057795,1000,0.07,0.7
1.6500000000000012,3.7121280485801904,3594381.5784574733,0.02,1.2545,0.97,102140.16287875937,5,153.79793100977406,0.43686206760331436,792.635981391325,1.599557360270744,1.6757086207061322,1000,0.07,0.7
1.6600000000000013,3.7044237589077302,3592755.882940142,0.02,1.2545,0.97,102093.9661126935,5,153.58655240909425,0.4379163769631713,792.9382053717715,1.591639249364361,1.674868132580198,1000,0.07,0.7
1.6700000000000013,3.6967229620533173,3591127.105072682,0.02,1.2545,0.97,102047.68175666609,5,153.3755103841101,0.4389637162537625,793.2401783191167,1.5837315777505914,1.6740276680489632,1000,0.07,0.7
1.6800000000000013,3.689025664622438,3589495.2467483687,0.02,1.2545,0.97,102001.30986447763,5,153.16480329200667,0.4400041165100612,793.5419019789313,1.5758343205788248,1.6731872275335522,1000,0.07,0.7
1.6900000000000013,3.681331873216699,3587860.3097778754,0.02,1.2545,0.97,101954.85048758132,5,152.95442949554234,0.4410376085224139,793.8433780945861,1.5679474532390487,1.6723468114552362,1000,0.07,0.7
1.7000000000000013,3.6736415944339873,3586222.295893534,0.02,1.2545,0.97,101908.30367520418,5,152.74438736338115,0.44206422283971714,794.1446084067593,1.5600709513588331,1.671506420235437,1000,0.07,0.7
1.7100000000000013,3.665954834868642,3584581.2067520767,0.02,1.2545,0.97,101861.66947442494,5,152.53467527038816,0.4430839897725172,794.4455946529923,1.5522047908003855,1.6706660542957394,1000,0.07,0.7
1.7200000000000013,3.658271601111604,3582937.043937368,0.02,1.2545,0.97,101814.94793025166,5,152.32529159789195,0.4440969393960146,794.746338567288,1.544348947657696,1.6698257140578936,1000,0.07,0.7
1.7300000000000013,3.6505918997505695,3581289.8089628285,0.02,1.2545,0.97,101768.13908569062,5,152.11623473392072,0.44510310155298316,795.0468418797504,1.5365033982537624,1.668985399943824,1000,0.07,0.7
1.7400000000000013,3.642915737370134,3579639.503274339,0.02,1.2545,0.97,101721.24298182888,5,151.9075030734076,0.4461025058566219,795.3471063162625,1.5286681191378766,1.668145112375636,1000,0.07,0.7
1.7500000000000013,3.6352431205519355,3577986.128251614,0.02,1.2545,0.97,101674.25965787326,5,151.69909501837503,0.44709518169331575,795.6471335981967,1.5208430870829996,1.6673048517756204,1000,0.07,0.7
1.7600000000000013,3.6275740558747875,3576329.685211532,0.02,1.2545,0.97,101627.18915124497,5,151.49100897809123,0.44808115822534167,795.9469254421589,1.5130282790831835,1.6664646185662626,1000,0.07,0.7
1.7700000000000014,3.619908549914814,3574670.1754087564,0.02,1.2545,0.97,101580.03149759732,5,151.28324336921065,0.4490604643934859,796.2464835597618,1.5052236723510821,1.665624413170246,1000,0.07,0.7
1.7800000000000014,3.612246609245576,3573007.6000382914,0.02,1.2545,0.97,101532.78673088827,5,151.07579661589364,0.4500331289196122,796.5458096574222,1.4974292443155042,1.6647842360104597,1000,0.07,0.7
1.7900000000000014,3.604588240438199,3571341.9602363785,0.02,1.2545,0.97,101485.45488340598,5,150.86866714990524,0.4509991803091642,796.8449054361868,1.489644972619032,1.6639440875100024,1000,0.07,0.7
1.8000000000000014,3.5969334500614916,3569673.257082861,0.02,1.2545,0.97,101438.03598583592,5,150.66185341070278,0.4519586468535943,797.1437725915781,1.4818708351157066,1.6631039680921906,1000,0.07,0.7
1.8100000000000014,3.5892822446820682,3568001.4916019803,0.02,1.2545,0.97,101390.53006728357,5,150.4553538455059,0.45291155663275395,797.4424128134618,1.4741068098687524,1.6622638781805619,1000,0.07,0.7
1.8200000000000014,3.5816346308644635,3566326.6647633864,0.02,1.2545,0.97,101342.93715530312,5,150.24916690935186,0.45385793751721737,797.7408277859348,1.4663528751483639,1.6614238181988823,1000,0.07,0.7
1.8300000000000014,3.5739906151712457,3564648.777483897,0.02,1.2545,0.97,101295.2572759474,5,150.04329106514368,0.45479781717055,798.039019187226,1.4586090094295459,1.6605837885711499,1000,0.07,0.7
1.8400000000000014,3.566350204163129,3562967.830628394,0.02,1.2545,0.97,101247.49045379346,5,149.83772478367896,0.4557312230515438,798.3369886896196,1.4508751913899836,1.6597437897216019,1000,0.07,0.7
1.8500000000000014,3.5587134043990836,3561283.825010821,0.02,1.2545,0.97,101199.6367119708,5,149.63246654367694,0.4566581824163767,798.6347379593891,1.4431513999079877,1.6589038220747192,1000,0.07,0.7
1.8600000000000014,3.5510802224364424,3559596.761394222,0.02,1.2545,0.97,101151.69607216254,5,149.42751483178995,0.45757872232075636,798.932268656743,1.4354376140604543,1.6580638860552315,1000,0.07,0.7
1.8700000000000014,3.5434506648310062,3557906.6404930744,0.02,1.2545,0.97,101103.66855467173,5,149.22286814260903,0.4584928696219941,799.2295824357889,1.4277338131208896,1.6572239820881225,1000,0.07,0.7
1.8800000000000014,3.5358247381371495,3556213.462972788,0.02,1.2545,0.97,101055.55417840707,5,149.018524978661,0.45940065098105043,799.5266809445022,1.4200399765574652,1.6563841105986337,1000,0.07,0.7
1.8900000000000015,3.5282024489079227,3554517.2294510654,0.02,1.2545,0.97,101007.35296092155,5,148.81448385039982,0.4603020928645334,799.8235658247094,1.4123560840311162,1.6555442720122733,1000,0.07,0.7
1.9000000000000015,3.520583803695154,3552817.9404983893,0.02,1.2545,0.97,100959.06491842637,5,148.61074327619033,0.4611972215466651,800.120238712078,1.4046821153936717,1.654704466754817,1000,0.07,0.7
1.9100000000000015,3.5129688090495472,3551115.5966382013,0.02,1.2545,0.97,100910.69006579598,5,148.4073017822853,0.46208606311120226,800.4167012361163,1.3970180506860292,1.653864695252316,1000,0.07,0.7
1.9200000000000015,3.5053574715207843,3549410.198348071,0.02,1.2545,0.97,100862.2284166013,5,148.20415790279966,0.4629686434533211,800.7129550201821,1.3893638701363642,1.6530249579310992,1000,0.07,0.7
1.9300000000000015,3.497749797657621,3547701.746059655,0.02,1.2545,0.97,100813.67998310852,5,148.00131017967863,0.4638449882814737,801.009001681495,1.3817195541583664,1.652185255217781,1000,0.07,0.7
1.9400000000000015,3.490145794007984,3545990.240159463,0.02,1.2545,0.97,100765.04477630096,5,147.79875716266133,0.4647151231192064,801.3048428311578,1.3740850833495137,1.6513455875392637,1000,0.07,0.7
1.9500000000000015,3.482545467119068,3544275.680989184,0.02,1.2545,0.97,100716.32280588825,5,147.59649740924138,0.46557907330694337,801.6004800741827,1.36646043848938,1.6505059553227448,1000,0.07,0.7
1.9600000000000015,3.4749488235374324,3542558.0688456562,0.02,1.2545,0.97,100667.51408030555,5,147.39452948462434,0.4664368640037446,801.8959150095224,1.3588456005379677,1.6496663589957201,1000,0.07,0.7
1.9700000000000015,3.467355869809092,3540837.403981826,0.02,1.2545,0.97,100618.61860674071,5,147.19285196168042,0.46728852018902955,802.191149230107,1.3512405506340743,1.648826798985988,1000,0.07,0.7
1.9800000000000015,3.4597666124796156,3539113.6866067764,0.02,1.2545,0.97,100569.6363911352,5,146.99146342089585,0.4681340666642746,802.4861843228857,1.3436452700936838,1.6479872757216574,1000,0.07,0.7
1.9900000000000015,3.452181058094218,3537386.916885454,0.02,1.2545,0.97,100520.56743817622,5,146.79036245032225,0.4689735280546745,802.7810218688677,1.336059740408395,1.6471477896311486,1000,0.07,0.7
2.0000000000000013,3.444599213197852,3535657.094939853,0.02,1.2545,0.97,100471.41175133042,5,146.58954764552314,0.46980692881079045,803.0756634431724,1.3284839432438604,1.6463083411432011,1000,0.07,0.7
2.010000000000001,3.4370210843353037,3533924.2208484565,0.02,1.2545,0.97,100422.16933282805,5,146.38901760951697,0.47063429321016037,803.3701106150806,1.3209178604382652,1.645468930686878,1000,0.07,0.7
2.020000000000001,3.429446678051281,3532188.294647161,0.02,1.2545,0.97,100372.84018368916,5,146.1887709527225,0.4714556453588832,803.6643649480869,1.3133614740008286,1.6446295586915691,1000,0.07,0.7
2.0300000000000007,3.4218760008905083,3530449.316328801,0.02,1.2545,0.97,100323.42430371013,5,145.9888062928989,0.4722710091931899,803.9584279999549,1.305814766110321,1.6437902255869974,1000,0.07,0.7
2.0400000000000005,3.414309059397817,3528707.285843065,0.02,1.2545,0.97,100273.92169146125,5,145.78912225508583,0.47308040848097743,804.2523013227786,1.2982777191136172,1.6429509318032225,1000,0.07,0.7
2.0500000000000003,3.4067458601182383,3526962.2030978454,0.02,1.2545,0.97,100224.33234432517,5,145.5897174715437,0.47388386682332473,804.5459864630388,1.2907503155242661,1.6421116777706475,1000,0.07,0.7
2.06,3.3991864095970916,3525214.067957917,0.02,1.2545,0.97,100174.65625845925,5,145.3905905816913,0.47468140765598776,804.8394849616682,1.2832325380210823,1.6412724639200218,1000,0.07,0.7
2.07,3.391630714380078,3523462.8802458523,0.02,1.2545,0.97,100124.89342882157,5,145.19174023204397,0.47547305425087005,805.1327983541125,1.2757243694467615,1.6404332906824464,1000,0.07,0.7
2.0799999999999996,3.384078781013369,3521708.6397421616,0.02,1.2545,0.97,100075.043849175,5,144.99316507614955,0.47625882971747413,805.4259281703963,1.2682257928065148,1.6395941584893798,1000,0.07,0.7
2.0899999999999994,3.3765306160436985,3519951.3461850584,0.02,1.2545,0.97,100025.10751208045,5,144.79486377452517,0.47703875700432685,805.7188759351897,1.2607367912667293,1.6387550677726421,1000,0.07,0.7
2.099999999999999,3.368986226018452,3518190.999270274,0.02,1.2545,0.97,99975.0844088916,5,144.59683499459305,0.4778128589003878,806.011643167873,1.253257348153645,1.637916018964419,1000,0.07,0.7
2.109999999999999,3.3614456174857588,3516427.59865163,0.02,1.2545,0.97,99924.9745297713,5,144.39907741061648,0.47858115803643964,806.3042313826071,1.2457874469520507,1.6370770124972684,1000,0.07,0.7
2.1199999999999988,3.3539087969945793,3514661.143941073,0.02,1.2545,0.97,99874.77786369233,5,144.20158970363536,0.4793436768864574,806.5966420883997,1.2383270713039987,1.6362380488041235,1000,0.07,0.7
2.1299999999999986,3.3463757710947992,3512891.6347077647,0.02,1.2545,0.97,99824.49439841173,5,144.00437056140038,0.4801004377689577,806.8888767891762,1.230876205007543,1.6353991283182985,1000,0.07,0.7
2.1399999999999983,3.3388465463373165,3511119.070479591,0.02,1.2545,0.97,99774.12412051362,5,143.80741867830923,0.4808514628483298,807.1809369838488,1.2234348320154917,1.634560251473495,1000,0.07,0.7
2.149999999999998,3.331321129274132,3509343.450741876,0.02,1.2545,0.97,99723.66701537267,5,143.61073275534144,0.48159677413614976,807.4728241663859,1.2160029364341791,1.6337214187038032,1000,0.07,0.7
2.159999999999998,3.3237995264584423,3507564.774937952,0.02,1.2545,0.97,99673.12306717024,5,143.4143114999932,0.4823363934924769,807.7645398258833,1.2085805025222547,1.6328826304437105,1000,0.07,0.7
2.1699999999999977,3.3162817444447255,3505783.0424692566,0.02,1.2545,0.97,99622.49225889723,5,143.21815362621368,0.4830703426271308,808.0560854466344,1.2011675146894905,1.6320438871281044,1000,0.07,0.7
2.1799999999999975,3.3087677897888375,3503998.2526946366,0.02,1.2545,0.97,99571.77457233424,5,143.0222578543386,0.48379864310095644,808.3474625082025,1.1937639574956027,1.6312051891922783,1000,0.07,0.7
2.1899999999999973,3.3012576690480966,3502210.4049310517,0.02,1.2545,0.97,99520.96998807155,5,142.8266229110273,0.4845213163270634,808.6386724854898,1.1863698156490976,1.6303665370719358,1000,0.07,0.7
2.199999999999997,3.293751388781378,3500419.4984535286,0.02,1.2545,0.97,99470.07848550788,5,142.63124752919796,0.48523838357205906,808.9297168488091,1.1789850740061227,1.629527931203196,1000,0.07,0.7
2.209999999999997,3.2862489555492016,3498625.5324944034,0.02,1.2545,0.97,99419.10004282885,5,142.4361304479648,0.48594986595725964,809.2205970639561,1.1716097175693425,1.6286893720225994,1000,0.07,0.7
2.2199999999999966,3.2787503759138246,3496828.506244136,0.02,1.2545,0.97,99368.03463703002,5,142.24127041257194,0.4866557844598922,809.5113145922799,1.1642437314868217,1.6278508599671107,1000,0.07,0.7
2.2299999999999964,3.2712556564393322,3495028.41885015,0.02,1.2545,0.97,99316.8822438841,5,142.04666617433222,0.48735615991426684,809.8018708907525,1.1568871010509394,1.6270123954741262,1000,0.07,0.7
2.239999999999996,3.2637648036917284,3493225.2694182545,0.02,1.2545,0.97,99265.64283798118,5,141.85231649056402,0.4880510130129512,810.092267412042,1.1495398116972995,1.6261739789814775,1000,0.07,0.7
2.249999999999996,3.2562778242390245,3491419.057011476,0.02,1.2545,0.97,99214.31639269566,5,141.6582201245268,0.4887403643079238,810.3825056045827,1.1422018490036636,1.6253356109274368,1000,0.07,0.7
2.259999999999996,3.2487947246513342,3489609.780649778,0.02,1.2545,0.97,99162.90288017821,5,141.46437584536048,0.4894242342117021,810.6725869126458,1.1348731986889107,1.6244972917507214,1000,0.07,0.7
2.2699999999999956,3.2413155115009644,3487797.4393115453,0.02,1.2545,0.97,99111.40227139798,5,141.27078242802367,0.4901026429984754,810.9625127764089,1.1275538466119877,1.6236590218905016,1000,0.07,0.7
2.2799999999999954,3.2338401913625043,3485982.031931437,0.02,1.2545,0.97,99059.8145360816,5,141.0774386532301,0.4907756108052117,811.2522846320288,1.1202437787708914,1.6228208017864014,1000,0.07,0.7
2.289999999999995,3.2263687708129205,3484163.5574017637,0.02,1.2545,0.97,99008.13964275227,5,140.8843433073891,0.49144315763274804,811.5419039117093,1.1129429813016645,1.621982631878508,1000,0.07,0.7
2.299999999999995,3.2189012564316437,3482342.014572096,0.02,1.2545,0.97,98956.37755871868,5,140.69149518254474,0.4921053033468763,811.8313720437717,1.1056514404773952,1.6211445126073722,1000,0.07,0.7
2.3099999999999947,3.211437654800668,3480517.402248725,0.02,1.2545,0.97,98904.52825005967,5,140.49889307631489,0.49276206767941333,812.1206904527262,1.098369142707235,1.6203064444140196,1000,0.07,0.7
2.3199999999999945,3.2039779725046387,3478689.7191947354,0.02,1.2545,0.97,98852.59168162628,5,140.30653579183192,0.4934134702292523,812.409860559338,1.0910960745354357,1.6194684277399505,1000,0.07,0.7
2.3299999999999943,3.1965222161309446,3476858.96413057,0.02,1.2545,0.97,98800.56781705785,5,140.11442213768143,0.4940595304634081,812.6988837807013,1.0838322226403885,1.618630463027148,1000,0.07,0.7
2.339999999999994,3.189070392269814,3475025.1357326657,0.02,1.2545,0.97,98748.45661874316,5,139.92255092784626,0.49470026771804076,812.9877615303034,1.0765775738336911,1.6177925507180821,1000,0.07,0.7
2.349999999999994,3.1816225075144056,3473188.232634671,0.02,1.2545,0.97,98696.25804785515,5,139.73092098164463,0.49533570119948345,813.276495218096,1.069332115059206,1.616954691255716,1000,0.07,0.7
2.3599999999999937,3.174178568460901,3485756.1736812303,0.02,1.2552,0.97,98907.08535081851,5,139.53953112367358,0.4959658499852335,813.5650862505644,1.062095833392157,1.6161168850835101,1000,0.07,0.7
2.3699999999999934,3.1667377538412644,3484293.1331941453,0.02,1.2552,0.97,98865.57210000069,5,139.3483770302755,0.4965908975041937,813.8535407912456,1.054867757065763,1.6152790992713078,1000,0.07,0.7
2.3799999999999932,3.1593008936070346,3482441.4507211065,0.02,1.2552,0.97,98813.03127176195,5,139.15745791736467,0.4972106859966352,814.1418596752567,1.0476488401760045,1.6144413674343947,1000,0.07,0.7
2.389999999999993,3.1518680223041247,3480573.5913321674,0.02,1.2552,0.97,98760.03142931743,5,138.96677306750183,0.49782522999652135,814.4300436396782,1.040439101162625,1.6136036911449783,1000,0.07,0.7
2.399999999999993,3.144439147520661,3478702.1785682337,0.02,1.2552,0.97,98706.93076112769,5,138.77632171830965,0.49843454954471667,814.7180934920112,1.0332385270868059,1.612766070889138,1000,0.07,0.7
2.4099999999999926,3.1370142759476005,3476827.632546048,0.02,1.2552,0.97,98653.74118785512,5,138.58610306473048,0.4990386645636551,815.0060101070221,1.0260471042667807,1.6119285071171647,1000,0.07,0.7
2.4199999999999924,3.1295934142433284,3474949.968519408,0.02,1.2552,0.97,98600.46314232076,5,138.39611626440774,0.49963759469216384,815.2937944188423,1.0188648192727385,1.611091000278426,1000,0.07,0.7
2.429999999999992,3.122176569062572,3473069.1881999783,0.02,1.2552,0.97,98547.0966730925,5,138.20636044257105,0.500231359298988,815.5814474137816,1.0116916589410512,1.6102535508225329,1000,0.07,0.7
2.439999999999992,3.114763747058136,3471185.292489341,0.02,1.2552,0.97,98493.64180575241,5,138.01683469637115,0.5008199775001698,815.8689701239448,1.0045276103585523,1.609416159199414,1000,0.07,0.7
2.4499999999999917,3.107354954881681,3469298.281922764,0.02,1.2552,0.97,98440.09855548851,5,137.82753809872094,0.5014034681748138,816.1563636215697,0.9973726608475224,1.6085788258593445,1000,0.07,0.7
2.4599999999999915,3.0999501991844083,3467408.156715342,0.02,1.2552,0.97,98386.46692840406,5,137.63846970169183,0.5019818499792468,816.4436290140118,0.990226797952183,1.6077415512529785,1000,0.07,0.7
2.4699999999999913,3.0925494866176733,3465514.9167952156,0.02,1.2552,0.97,98332.74692246005,5,137.44962853952,0.5025551413597079,816.7307674393016,0.9830900094265936,1.6069043358313715,1000,0.07,0.7
2.479999999999991,3.08515282383354,3463618.561830788,0.02,1.2552,0.97,98278.93852824754,5,137.26101363126185,0.5031233605637501,817.0177800622171,0.9759622832237805,1.6060671800460091,1000,0.07,0.7
2.489999999999991,3.0777602174852796,3461719.0912564606,0.02,1.2552,0.97,98225.04172971791,5,137.0726239831341,0.5036865256504721,817.3046680708113,0.9688436074859834,1.605230084348824,1000,0.07,0.7
2.4999999999999907,3.070371674227827,3459816.5042937915,0.02,1.2552,0.97,98171.05650478309,5,136.88445859058274,0.5042446544996865,817.5914326733483,0.9617339705359219,1.604393049192219,1000,0.07,0.7
2.5099999999999905,3.0629872007181893,3457910.7999722622,0.02,1.2552,0.97,98116.98282590501,5,136.69651644009878,0.504797764820177,817.8780750956003,0.9546333608689294,1.6035560750290831,1000,0.07,0.7
2.5199999999999902,3.055606803615822,3456001.9771454916,0.02,1.2552,0.97,98062.82066055552,5,136.5087965108197,0.5053458741570866,818.1645965784684,0.9475417671459245,1.6027191623128108,1000,0.07,0.7
2.52999999999999,3.048230489582971,3454090.0345069095,0.02,1.2552,0.97,98008.56997166111,5,136.32129777593317,0.5058889998985768,818.4509983758873,0.9404591781870785,1.6018823114973153,1000,0.07,0.7
2.53999999999999,3.0408582652849843,3452174.9706036854,0.02,1.2552,0.97,97954.23071799827,5,136.13401920391158,0.5064271592817979,818.7372817529855,0.9333855829661419,1.6010455230370444,1000,0.07,0.7
2.5499999999999896,3.0334901373906,3450256.783848732,0.02,1.2552,0.97,97899.80285453396,5,135.94695975959058,0.5069603693982756,819.0234479844701,0.9263209706053328,1.6002087973869916,1000,0.07,0.7
2.5599999999999894,3.0261261125722134,3448335.4725302295,0.02,1.2552,0.97,97845.28633269592,5,135.7601184051138,0.5074886471987464,819.3094983532131,0.9192653303707538,1.599372135002713,1000,0.07,0.7
2.569999999999989,3.0187661975061166,3446411.034822248,0.02,1.2552,0.97,97790.681100674,5,135.57349410075983,0.5080120094975222,819.5954341490116,0.9122186516682602,1.598535536340334,1000,0.07,0.7
2.579999999999989,3.0114103988727314,3444483.4687920148,0.02,1.2552,0.97,97735.98710362651,5,135.38708580565796,0.5085304729764374,819.8812566675074,0.90518092403973,1.597699001856564,1000,0.07,0.7
2.5899999999999888,3.0040587233568177,3442552.7724078516,0.02,1.2552,0.97,97681.20428390529,5,135.20089247841622,0.5090440541883904,820.1669672092454,0.8981521371597231,1.5968625320087042,1000,0.07,0.7
2.5999999999999885,2.996711177647674,3440618.9435446397,0.02,1.2552,0.97,97626.33258121084,5,135.01491307766352,0.5095527695605753,820.4525670788521,0.8911322808324387,1.5960261272546599,1000,0.07,0.7
2.6099999999999883,2.989367768439324,3438681.9799899044,0.02,1.2552,0.97,97571.37193276499,5,134.82914656251913,0.5100566353973943,820.738057584325,0.8841213449889804,1.595189788052949,1000,0.07,0.7
2.619999999999988,2.982028502430693,3436741.8794481396,0.02,1.2552,0.97,97516.32227343359,5,134.64359189299887,0.5105556678831041,821.0234400364162,0.8771193196848784,1.5943535148627104,1000,0.07,0.7
2.629999999999988,2.9746933863257756,3434798.639546098,0.02,1.2552,0.97,97461.18353587657,5,134.45824803036507,0.5110498830842268,821.3087157480998,0.8701261950978355,1.5935173081437133,1000,0.07,0.7
2.6399999999999877,2.9673624268337955,3432852.2578349086,0.02,1.2552,0.97,97405.95565060811,5,134.273113937424,0.5115392969517503,821.5938860341155,0.8631419615256792,1.592681168356366,1000,0.07,0.7
2.6499999999999875,2.960035630669359,3430902.731794676,0.02,1.2552,0.97,97350.63854612707,5,134.08818857878458,0.5120239253231252,821.8789522105747,0.856166609384509,1.5918450959617245,1000,0.07,0.7
2.6599999999999873,2.9527130045525993,3428950.058836212,0.02,1.2552,0.97,97295.23214896618,5,133.90347092107402,0.51250378392412,822.1639155946269,0.8492001292069811,1.5910090914214985,1000,0.07,0.7
2.669999999999987,2.945394555209324,3426994.2363040783,0.02,1.2552,0.97,97239.7363837783,5,133.71895993312214,0.5129788883705012,822.4487775041741,0.8422425116407618,1.5901731551980611,1000,0.07,0.7
2.679999999999987,2.9380802893711464,3425035.2614783216,0.02,1.2552,0.97,97184.15117338575,5,133.53465458611504,0.5134492541695959,822.7335392576322,0.8352937474470952,1.5893372877544554,1000,0.07,0.7
2.6899999999999866,2.930770213775624,3423073.1315765744,0.02,1.2552,0.97,97128.47643883983,5,133.3505538537238,0.5139148967217281,823.0182021737282,0.8283538274994923,1.5885014895544038,1000,0.07,0.7
2.6999999999999864,2.923464335166387,3421107.843754647,0.02,1.2552,0.97,97072.71209943767,5,133.16665671221136,0.5143758313215562,823.3027675713349,0.8214227427825186,1.5876657610623122,1000,0.07,0.7
